CommentID,VideoID,VideoTitle,AuthorName,AuthorChannelID,CommentText,Sentiment,Likes,Replies,PublishedAt,CountryCode,CategoryID,comment_length,text_fr
Ugw6q02UJkVRkcqIM2l4AaABAg,M576WGiDBdQ,"Solidity, Blockchain, and Smart Contract Course – Beginner to Expert Python Tutorial",@jrnmadsen2710,UC4NYzPd6k8MRUkUo9vvKvzA,"Just beginning on this video. Question, how much has changed? Ethereum has been redesigned and changed to more centralization.",Negative,0,0,2023-12-03 00:00:16,US,27,126,"Tout juste en commençant sur cette vidéo. Question, combien a changé? Ethereum a été repensé et changé à plus de centralisation."
UgyROTo9O8ukyiWFEtd4AaABAg,V8e_Ocuc5gw,I built the Dream Studio,@ItsNicolau,UCkMhtXqKODQSZ4PJu0RJaNg,"""as long as she is happy"" warmed my heart, thanks Arun, very wholesome 🥰",Positive,0,0,2025-01-12 16:34:21,AU,28,72,"""aussi longtemps qu'elle est heureuse"" m'a réchauffé le cœur, merci Arun, très sain . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
Ugwifkw7kmTglaaVRIJ4AaABAg,j8nAHeVKL08,"Introduction to C++, Installing VS Code, g++ & more | C++ Tutorials for Beginners #1",@POTPOURRI.1,UCyGkG6PtEkaxebaMW_5MzyA,"I get broooo vibes from you,thankyou for your hardwork brother❤",Positive,0,0,2024-10-07 10:07:43,IN,27,63,"Je reçois des vibrations de broooo de toi, merci pour ton frère dur au travail.. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
UgyScdXpsEGU33tw19x4AaABAg,nxTRYzqoNqU,Chris Wallace's AWFUL Moderating During the Debate,@endorbr,UCfABZqyVlLUvHNU0iXDWfNw,"So Ben, how exactly is Trump supposed to “Let Joe Biden hang himself with his own words.” when Joe Biden wouldn’t answer any of the questions he was asked?",Positive,26,1,2020-10-01 00:13:13,US,25,155,"Alors Ben, comment Trump est-il censé se pendre lui-même avec ses propres mots, quand Joe Biden ne répondrait pas à l'une des questions qu'on lui a posées ?"
Ugy6zIm-UpISwZjs6nF4AaABAg,lu0TOA5a60I,Hillary Clinton emerges in explosive trial testimony,@fredbagley2097,UCcME6LW69LEcoRGbCIaGJ7Q,I think there will be reports coming out of Joe and Hunter visiting Epstein Island,Negative,0,0,2022-09-06 23:39:41,CA,25,82,Je pense qu'il y aura des rapports qui sortiront de Joe et Hunter visitent l'île Epstein
UgyEjXV4t65NtIsbmt14AaABAg_aug,BbsdsAesi2c,Iowa Gov. Kim Reynolds: Biden can't even unite his own party,AugmentedUser,AugmentedCID,That wasn't a state of the union address; it was more like a campaign speech.,Neutral,0,0,2025-02-05 02:41:15,US,25,77,Ce n'était pas un état de l'adresse syndicale; c'était plutôt un discours de campagne.
Ugy_DPWln8r7XhMhBu94AaABAg,R1x7QeOzb4g,"Spain's death toll surpasses 10,000 +++ Russia extends lockdown | Coronavirus Update",@lorie1482,UCfJASytLLgITjGNGQTJzZnw,Prayers for Spain 🇪🇸🙏🙏🙏,Positive,114,9,2020-04-03 01:12:35,DE,25,23,Prières pour l'Espagne
Ugy56QcG6MszXuHQ02t4AaABAg,RNwMeijExjg,"All about Hacking | What to study, Packages, Job Opporutnities | Simply Explained",@abdushaik7621,UCOTWWMIQquL8z_8i3ApBaxw,fantastic buddy ...u have nicely explained like aman bhaiya 🖤❤ if possible plz upload full tutorial on this ...thnx,Positive,7,0,2021-06-03 22:03:00,IN,27,115,Fantastic copain ...u ont bien expliqué comme aman bhaiya Si possible plz télécharger le tutoriel complet sur ce ...thnx
UgwZMLaigd6NOTQy5ft4AaABAg,N-TptxKhJf4,Britain’s HOMELAND SECURITY Drops Surprise BOMBSHELL On Musk,@MagpieOz,UCC3WTNUj5rEXnqCgQa8wlFA,"All you need to do every time he says something is reply : ""Fuck off Musk""",Negative,0,0,2025-01-11 11:47:30,GB,25,74,"Tout ce que vous devez faire chaque fois qu'il dit quelque chose, c'est répondre : ""Va te faire foutre de Musk"" . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
UgzNHUXgFJUSAAQZMyJ4AaABAg,Z15I3N0V1hU,"CES 2025: the Good, the Bad, the Ugly",@carterstach6034,UCpzDnTYxsKn7HVm-UpZVXxA,I haven't experienced Friday the same for 2 weeks 💀,Negative,2,0,2025-01-10 15:57:53,CA,28,51,Je n'ai pas connu vendredi le même depuis 2 semaines - .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
UgxaJ7zLsBNJREb6mp14AaABAg,Kil2UI-Jfsw,وئام وهاب: باسيل وجعجع أكبر خاسرين في انتخاب عون وأحذر الرئيس من هذه العصابة – استوديو العرب,@alaadaibes8559,UCgQKJGC4gCA08IbxvcUV9Dw,يا استاذ طوني لو برنامجك جريء استضيف من اصحاب الضمائر الحرة الي ايدن نضيفه,Negative,92,5,2025-01-09 19:38:48,AU,25,74,"لو برنامنيف اسنيف من السناب السنيف من اسحاب السمار الحره الي ايدن ننيفه اليدن ننيفه لون لرن لون لبابالن اللنيفه اليااليدن ايدن ننيفه الااااليدن اللااالن الالللللياااللللاااالللا االل ال ال ال ال ال ل ا ا ا ا ا ا ا ا ا ا ا ا ا ا ا ا ا ا ا ا ا ا , ا ا ا ا ا , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"
UgyB_3ieo_Tr7ZdJvGt4AaABAg,5si8oVi3YZ4,How EXPENSIVE is LAS VEGAS in 2025?,@LilW1nky,UCbpJk2i28vmiOd2ExF94dJw,"The 2 big casino companies on the strip have ruined Vegas. Now everything feels like a rip off and poor value. Fees fees fees, bad gaming odds, long lines and crowds. I used to love going to Vegas but now I have very little desire to return. The best part is the food and pools when it’s warm.",Negative,3,0,2025-01-12 07:46:47,CA,22,293,"Les 2 grandes compagnies de casino sur le strip ont ruiné Vegas. Maintenant, tout se sent comme un déchirement et une faible valeur. Honoraires frais, mauvaises chances de jeu, longues lignes et foules. J'adorais aller à Vegas mais maintenant j'ai très peu envie de revenir. La meilleure partie est la nourriture et les piscines quand il est chaud."
Ugw2eI664WVYW9266ah4AaABAg,56_LMd-9AaI,How Chris Pratt Married Arnold Schwarzenegger’s Daughter,@steve4729,UCUfHwxzW22ZoT5aWe4j_5Hg,He’s supportive because that’s what a man does for his family.,Positive,0,0,2025-01-10 17:17:04,CA,24,62,Il soutient parce que c'est ce qu'un homme fait pour sa famille.
UgzRw2zCsoD5--UQ82R4AaABAg,OFrLs22MDAw,Python Programming Tutorial #1 - Variables and Data Types,@AnkitMishra-ee4hs,UCy-0tcZrc5ZzKx7xzZNpcPw,"Just Started Thx for a complete tutorial sir!!
🙏🏻",Positive,17,0,2018-09-20 09:44:30,US,27,49,Je viens de commencer Thx pour un tutoriel complet monsieur!! ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Ugw8mJzDTqpf6NFFFBB4AaABAg,u2XVO6g-paY,Puzzles for Software Engineers #17 | for students,@mksyed9176,UC6AQr9GK4zg_VqpL3NtMJyQ,My Brain :- Arrey kehna kya Chahtey ho..???? 😂,Neutral,274,4,2023-08-22 11:03:16,IN,27,46,Mon cerveau :- Arrey kehna kya Chahtey ho..????? ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Ugxp7IWz8nQ7GkJdXKV4AaABAg,weGYLtKw5Vg,When you run into a YN late night at the gas station,@yaboylokey28,UCxZWz9uUuQDQg84mFe-AnqQ,Stanley from friday as a kid😂😂😂,Neutral,0,0,2025-01-09 18:49:46,US,2,31,Stanley à partir de vendredi quand il est enfant.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
UgwC3gYxc_7B7oQE0T54AaABAg,uwNhtP6svxI,Mugshot Comes Back To Haunt Congressman Matt Gaetz During Impeachment Inquiry,@michaelakiyama2891,UC0Qhxi4kxcNaDyd9m6CqnXQ,"Remember THIS , and NEVER EVER FOR GET IT , that Republicans will Never Ever take the responsibility for the wrong that they do .
There Motto is Never Ever APOLOGIZE , even in the face of the Naked Truth .",Negative,3,0,2021-02-20 16:56:44,US,25,205,"Rappelez-vous CE , et JAMAIS POUR L'ETRE , que les républicains ne prendront jamais la responsabilité pour le mal qu'ils font . Il Devise n'est jamais APOLOGIZE , même en face de la Vérité Nue , , , même en face de l'Etre , , , , , , . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
UgzRvvLk2-BYqmh7mU14AaABAg,KZSZB6fcCvM,Do We Need to Worry About Our Electronics?,@codyfolsom365,UCbbTDBgoDD6of1e-iyW-1ew,Im more worried about the poison we're fed in food and drinks,Negative,0,0,2025-01-10 06:57:51,US,28,61,Je m'inquiète plus pour le poison qu'on mange de nourriture et de boissons.
Ugzh_qy9kOhNYdmdbBl4AaABAg,D9WPDI0tQCo,Coronavirus: Boris Johnson admitted to hospital as the Queen delivers message of hope - BBC News,@tanvirkabir4960,UCX789NOa5CPOeXOphE2_WXw,May the lord have mercy on us all and bring us back to good health.ameen.,Positive,11,2,2020-04-05 23:05:06,GB,25,73,Que le Seigneur ait pitié de nous tous et nous ramène à la bonne santé.ameen.
UgyzAiBcvJjhflejhhF4AaABAg_aug,_ZswjppHQ7k,12 FREE Content Writing Tools Every Writer/Blogger Must Use,AugmentedUser,AugmentedCID,What methods or tools are available for expressing yourself creatively in writing?,Neutral,0,0,2025-02-05 10:33:54,IN,27,82,Quelles sont les méthodes ou les outils disponibles pour s'exprimer de façon créative par écrit?
UgwzNGJjQvkdM_DbKSh4AaABAg,jej8qlzlAGw,Las matematicas son para siempre | Eduardo Saenz de Cabezon | TEDxRiodelaPlata,@marisolvalencia5422,UCNZWuY2HuWnvl_mGP99-wVw,"La historia que empieza a narrar Eduardo ayuda a envolver al público para que después el de su propia opinión sobre las matemáticas y el público lo tome de manera positiva, además utiliza algo de humor para no hacerlo tedioso ni aburrido
excelente trabajo",Positive,3,0,2019-10-30 00:54:12,US,25,255,"La historia que empieza a narrar Eduardo ayuda a evolver al público para que después el de su propia opinión sobre las matemáticas y el público lo tome de maniera positiva, además usinga algo de humour para no hacerlo tedioso ni aburrido excelente trabajo"
UgwxoJCV00HpNSKiJCZ4AaABAg,FR7-f3YZ6Og,"December 31, 2024",@ermalsela5251,UCGAMR7tGXBin9oK3lmKFdEQ,Fr,Neutral,1,0,2025-01-12 22:02:19,NZ,15,2,En
UgxpGH2g11okMHuMvv14AaABAg,X1Vz05BvXMc,Basketball #automobile #humor #music #tacos #banda #africa #bandaenvivo #foodtruck #NBA#California ￼,@bryanodeez8796,UCkrR3fIdAuYyyS8Jcj0U7ZA,That there ladies and gentlemen is THE PROFESSOR. 😊,Positive,0,0,2025-01-10 21:58:00,US,17,51,"Que là, Mesdames et Messieurs, c'est LE PROFESSEUR. -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
Ugx168l2tAIWqFYEbhd4AaABAg,S8VEAtplPH8,Mike Rowe: The reality is starting to sink in,@danieljames4405,UCjNOSdj1FGLQ2257F-y55Mw,And Mike Rowe sings Opera and was a sales pitch guy on QVC!,Neutral,0,0,2022-06-22 01:47:42,CA,25,59,Et Mike Rowe chante Opera et était un gars de terrain de vente sur QVC!
Ugy2Utwy0F4KGypGOIl4AaABAg_aug,qo2pDt1_D3g,Chaos Unleashed: Driver of white Mercedes Flees Angry Cyclists After Near Miss,AugmentedUser,AugmentedCID,These idiots are blocking the road and then acting like they're the victims.,Negative,0,0,2025-02-04 08:28:53,NZ,2,76,Ces idiots bloquent la route et agissent comme s'ils étaient les victimes.
UgzhA4baYYA2KJqFl3x4AaABAg,yxITVTF0LZk,Our Christmas Surprise in Canada (Flying the Nest Christmas Special 2024),@katiek1856,UC_uzh2U7kZQKlnawL-Tbd8w,You need to do this every year. Book it now! lol,Positive,0,1,2025-01-09 22:20:27,CA,22,48,Vous devez le faire chaque année. Réservez maintenant! lol
UgwNsjLPtpTWW5LtZAt4AaABAg,uVwtVBpw7RQ,What is Node js?,@edeniaisaacgaln4039,UCCU9y7pzxTbjiGl2xhmK42Q,"A question, you refer to APIs as a backed Service. Is this always the case?",Neutral,0,0,2022-09-04 19:49:24,AU,27,75,"Une question, vous faites référence aux API comme un service soutenu. Est-ce toujours le cas ?"
Ugz5WYIMt1AoCf-c2fN4AaABAg,MFuwkrseXVE,Next.js Crash Course for Beginners - Learn NextJS from Scratch in this 100% Free Tutorial!,@SyWill0,UC-xDdY2Ey7Rf9BC-Tk6P98g,"First this is yet another amazing course, I have pretty much everything you put on udemy and subscribed to several through Academind as well. Only thing that threw me was if you download the project as zip it includes the .vscode folder with settings file inside and if you open the folder it will super zoom in your editor lol. Easy enough fix remove the file/folder but just an fyi in case anyone gets spooked that your editor has decided to flip out.",Neutral,4,0,2021-07-30 01:45:03,DE,27,453,"Tout d'abord c'est encore un autre cours incroyable, j'ai presque tout ce que vous mettez sur udemy et souscrit à plusieurs à travers Academind aussi bien. Seule chose qui m'a jeté était si vous téléchargez le projet comme zip il inclut le dossier .vscode avec le fichier de paramètres à l'intérieur et si vous ouvrez le dossier, il super zoom dans votre lol éditeur."
UgzsH5BOeWPh3F53S5R4AaABAg,bjFvcFjJpE0,Top Programming Languages in 2020,@spacesamurai8306,UCfnovrBzWiHcsQR_LXozcTA,"Hey i Mosh!
I started your python course yesterday and so far it's best course!!",Positive,2,0,2020-02-12 16:04:06,AU,27,80,Hey i Mosh! J'ai commencé ton cours de python hier et jusqu'à présent c'est le meilleur cours!! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
UgydZHTjKA0YCegTLM94AaABAg,06bbAIPmkFg,Best Fails and Bikers 😁 #shorts,@thomasbradley2677,UCyBL4Ioxj3MZaGntr-yC9jA,Ouch!!! 😂😊,Positive,0,0,2025-01-09 03:11:51,GB,2,10,Aïe!!! -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------.------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Ugx5rxsNKcidpOitVnt4AaABAg,a9H3W7Q9fDs,Dropping the can-am 35ft into the track 🤯,@chri93,UC9qrjgE5wSucoKD7kQGOJjQ,He didn't seem to get the boost I imagined 😂,Neutral,0,0,2025-01-09 01:34:00,CA,17,44,Il n'a pas eu l'air d'avoir le coup de pouce que j'imaginais. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
UgwQYHTaMvcKCDLzH5F4AaABAg,2s5b7OXmOUY,"President Trump begins immigration crackdown, declares national emergency",@robertlynn4435,UC-e5Ev7My7XHKZ9TCm87hZw,God Bless of America,Positive,33,2,2025-01-21 04:27:57,PH,25,20,Dieu bénisse l'Amérique
Ugz-OIKZBbHdwCiJIZt4AaABAg,2s76-bAb1hs,Bart turned into a good boy thanks to smart drugs #thesimpsons #cartoon#shorts #anime,@Mr.Archie361,UCJx59mFON-c9zJXwZ69RI1g,Instead of dogs I saw piegons pecking each other during lunch💀 me and my friend shouted FIGHT FIGHT FIGHT!,Neutral,0,0,2025-01-12 12:58:36,AU,24,106,"Au lieu de chiens, j'ai vu des piegons se piéger pendant le déjeuner, moi et mon ami crie FIGHT FIGHT FIGHT FIGHT!. .. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
UgyBIvM5i9KmDpwZ2t94AaABAg,0P_YvC6Gg0c,Control flow in javascript in 1 shot | chai aur #javascript,@ankitmishra-d2s,UCsX8RTb6laoLbJHnRgFRGlQ,"minor error at 28:15. If there is no break statement added before the default case, default will also be executed. In this example, the default case was not executed because the break keyword was used before it.
Thanks for this series btw..!! ❤❤❤",Positive,98,3,2023-05-17 16:35:29,IN,27,246,"Erreur mineure à 28:15. S'il n'y a pas d'instruction de pause ajoutée avant le cas par défaut, par défaut sera également exécuté. Dans cet exemple, le cas par défaut n'a pas été exécuté parce que le mot-clé de pause a été utilisé avant lui. Merci pour cette série btw..!! ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
Ugx4I1fFu9HKYHWkx4h4AaABAg,BucLTOfLQsk,HTML Tutorial: Ids & Classes in HTML | Web Development Tutorials #10,@vishwajeetk,UCe-SXa0cTeu_m4yx1vUEm2Q,"I have no words to explain how happy i am since after i have known this channell....
i am learning a lot from your video sir..
 thank you very very much for such a great fabulous fantastic course on web developement...
i love programming..🧡🧡❤",Positive,5,0,2020-12-28 12:04:04,IN,27,242,Je n'ai pas de mots pour expliquer à quel point je suis heureux depuis que j'ai connu ce canal.... j'apprends beaucoup de votre vidéo monsieur.. merci beaucoup pour un si grand fabuleux cours fantastique sur le développement du web... j'aime la programmation..-.-.-.-.-.--.-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
UgwZQ5Zl8b7xrq3PmZN4AaABAg,5vlBtXITzGY,Don’t Click The Sound 😭,@Jeremiahgotajet,UCYslFKqKcBpJCRoCF8y-TDw,DO A FLIP,Neutral,0,0,2025-01-11 18:51:06,AU,15,9,FAIBLES-VOUS D'UNE FAIBLE FAIBLE ÉTAT DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLOITATION DE L'EXPLENT-EXPLÉ
UgwatHiOTEzI7sT5Av14AaABAg,uLwtxDxWxUM,How Elizabeth Holmes' rhetoric changed over time,@philipdidenkov8923,UCVnBuyMqDqCkaW97hTttHnA,"She looks insane, and I can't understand how all this people were not able to recognize it.",Negative,6,2,2022-06-08 21:54:16,GB,25,91,"Elle a l'air folle, et je ne comprends pas comment tous ces gens n'ont pas pu le reconnaître."
